#ra, dec, redshift, g_ab, r_ab, i_ab, z_ab, absmag_r_total, bulge_n, disk_n, BulgeHalfLightRadius, gal_type, mass_stellar, mass_halo
10.0894, 0.0353, 2.8618, 27.5876, 27.1567, 27.3832, 27.6351, -18.9086, 4.0000, 1.0000, 0.0000, nan, 0.0152, 4.2172
10.0985, 0.0333, 1.0865, 29.3450, 27.1747, 26.1135, 25.2099, -20.0996, 4.0000, 1.0000, 0.2159, nan, 0.5991, 1.7213
10.0978, 0.0341, 4.3311, 27.4019, 27.7965, 27.0652, 26.9519, -20.7421, 4.0000, 1.0000, 0.1445, nan, 0.1608, 6.9713
10.0978, 0.0330, 1.0865, 23.2356, 22.6456, 22.1300, 21.4124, -23.5607, 4.0000, 1.0000, 0.3373, nan, 8.3122, 211.8076
10.0970, 0.0336, 0.8648, 26.1574, 25.9164, 25.5471, 25.3767, -18.2280, 4.0000, 1.0000, 0.0000, nan, 0.0284, 4.9918
10.0969, 0.0339, 0.2650, 26.2426, 25.1106, 24.6500, 24.4231, -16.2167, 4.0000, 1.0000, 0.0000, nan, 0.0210, 2.7541
10.0937, 0.0371, 0.9961, 27.7670, 27.5698, 27.0793, 26.5726, -17.5837, 4.0000, 1.0000, 0.0000, nan, 0.0206, 2.1516
10.0939, 0.0360, 3.3560, 28.2405, 27.6348, 27.5868, 27.7077, -20.5222, 4.0000, 1.0000, 0.0000, nan, 0.2249, 9.0369
10.0948, 0.0365, 2.7460, 26.9988, 27.0224, 27.0506, 27.1058, -20.2912, 4.0000, 1.0000, 0.0000, nan, 0.1817, 9.3812
10.0944, 0.0364, 0.8234, 25.6476, 25.0579, 24.2191, 23.8359, -20.4060, 4.0000, 1.0000, 0.0000, nan, 0.4583, 13.0820
10.0938, 0.0330, 1.4581, 27.5454, 27.4874, 27.2270, 27.0527, -18.6421, 4.0000, 1.0000, 0.0000, nan, 0.0561, 4.8197
10.0960, 0.0331, 2.7523, 27.8927, 27.4128, 27.5705, 27.5895, -19.6960, 4.0000, 1.0000, 0.0000, nan, 0.0816, 4.3033
10.0937, 0.0344, 0.6017, 23.3824, 22.5683, 21.9706, 21.7773, -21.0100, 4.0000, 1.0000, 0.0718, nan, 0.5546, 17.5574
10.0944, 0.0341, 2.1039, 24.7936, 24.9020, 24.8685, 24.6302, -22.3449, 4.0000, 1.0000, 0.1607, nan, 1.7100, 46.7337
10.0953, 0.0353, 1.1375, 25.7501, 25.7641, 25.6033, 25.0214, -19.2082, 4.0000, 1.0000, 0.0000, nan, 0.0666, 6.0246
10.0949, 0.0349, 0.4908, 26.2221, 25.1340, 24.6527, 24.4120, -17.8089, 4.0000, 1.0000, 0.0000, nan, 0.0364, 5.0779
10.0929, 0.0351, 0.9049, 28.0985, 27.6551, 26.8923, 26.4490, -17.4559, 4.0000, 1.0000, 0.0000, nan, 0.0218, 3.6148
10.0921, 0.0347, 1.2736, 25.7721, 25.0742, 24.4491, 23.8830, -22.8597, 4.0000, 1.0000, 0.4395, nan, 3.8270, 69.6272
10.0931, 0.0380, 3.3794, 28.0158, 27.8247, 27.8830, 27.9253, -19.4212, 4.0000, 1.0000, 0.0000, nan, 0.0599, 5.5943
10.0932, 0.0369, 1.7939, 26.1491, 26.2337, 26.1902, 26.0326, -20.4101, 4.0000, 1.0000, 0.0000, nan, 0.3265, 13.5123
10.0930, 0.0366, 1.8413, 27.7469, 27.8737, 27.5785, 27.4039, -18.5222, 4.0000, 1.0000, 0.0000, nan, 0.0294, 5.4221
10.0921, 0.0374, 0.3335, 28.6564, 27.6667, 27.3464, 27.1789, -14.0121, 4.0000, 1.0000, 0.0000, nan, 0.0012, 2.2377
10.0920, 0.0380, 1.2402, 23.8614, 23.2356, 22.9607, 22.5400, -22.7237, 4.0000, 1.0000, 0.2367, nan, 2.3199, 98.0288
10.0924, 0.0381, 2.4857, 26.9942, 27.0202, 27.0524, 27.1382, -19.8004, 4.0000, 1.0000, 0.0000, nan, 0.1118, 7.0574
10.0897, 0.0382, 1.3499, 26.8896, 26.9753, 26.8733, 26.6200, -18.4937, 4.0000, 1.0000, 0.0000, nan, 0.0308, 4.8197
10.0908, 0.0371, 0.3877, 25.2636, 24.8588, 24.7130, 24.6041, -16.9517, 4.0000, 1.0000, 0.0000, nan, 0.0064, 0.7746
10.0910, 0.0372, 0.5166, 28.8638, 27.4984, 26.7442, 26.3921, -16.1296, 4.0000, 1.0000, 0.0000, nan, 0.0169, 1.8934
10.0918, 0.0371, 0.6313, 27.8712, 27.6442, 27.5004, 27.5475, -14.9816, 4.0000, 1.0000, 0.0000, nan, 0.0007, 1.5492
10.0913, 0.0374, 0.8295, 26.9475, 26.7396, 26.0609, 25.8422, -17.6624, 4.0000, 1.0000, 0.0000, nan, 0.0186, 2.4098
10.0930, 0.0357, 1.1012, 27.3902, 27.3279, 27.0384, 26.4394, -17.9652, 4.0000, 1.0000, 0.0000, nan, 0.0280, 2.4959
10.0926, 0.0365, 1.8761, 27.4411, 27.5751, 27.3821, 27.1385, -19.4705, 4.0000, 1.0000, 0.0706, nan, 0.1166, 6.0246
10.0879, 0.0223, 0.4846, 29.0437, 27.8403, 27.3818, 27.1376, -15.0414, 4.0000, 1.0000, 0.0000, nan, 0.0037, 2.1516
10.0887, 0.0223, 2.9250, 27.2368, 27.2383, 27.2878, 27.3256, -19.5930, 4.0000, 1.0000, 0.0000, nan, 0.0782, 5.5082
10.0891, 0.0222, 1.6113, 27.5299, 27.5331, 27.2680, 26.9969, -19.3051, 4.0000, 1.0000, 0.0652, nan, 0.0985, 6.8853
10.0887, 0.0227, 1.1293, 27.8066, 27.5088, 27.4260, 27.0899, -17.1522, 4.0000, 1.0000, 0.0000, nan, 0.0086, 1.3771
10.0926, 0.0222, 3.0462, 27.9759, 27.1121, 27.0586, 27.2172, -20.3617, 4.0000, 1.0000, 0.0000, nan, 0.0998, 6.1107
10.0911, 0.0220, 0.9216, 27.5711, 27.0958, 26.3327, 25.8920, -18.0784, 4.0000, 1.0000, 0.0000, nan, 0.0424, 3.3566
10.0890, 0.0249, 0.7372, 26.5190, 26.1809, 25.5724, 25.5218, -17.6087, 4.0000, 1.0000, 0.0000, nan, 0.0133, 1.8074
10.0888, 0.0251, 2.1545, 29.0281, 27.2702, 26.8110, 26.0870, -22.6015, 4.0000, 1.0000, 0.2331, nan, 2.8042, 89.1640
10.0892, 0.0249, 0.2289, 28.1156, 27.3221, 26.9815, 26.8139, -13.4443, 4.0000, 1.0000, 0.0000, nan, 0.0016, 3.0984
10.0892, 0.0238, 1.8946, 25.4259, 25.5733, 25.4225, 25.2109, -21.7616, 4.0000, 1.0000, 0.0736, nan, 0.7989, 29.2623
10.0889, 0.0238, 0.9842, 24.1283, 23.8205, 23.3539, 22.8605, -21.8390, 4.0000, 1.0000, 0.1366, nan, 0.9358, 38.5574
10.0982, 0.0220, 1.6593, 25.2861, 25.3423, 25.0613, 24.8354, -21.9298, 4.0000, 1.0000, 0.4857, nan, 1.3908, 43.6353
10.0963, 0.0241, 0.7706, 29.0273, 27.7576, 26.6646, 26.2546, -17.3642, 4.0000, 1.0000, 0.0000, nan, 0.0282, 3.2705
10.0964, 0.0243, 0.3323, 28.0754, 26.9712, 26.5027, 26.2542, -14.9569, 4.0000, 1.0000, 0.0000, nan, 0.0057, 1.3771
10.0965, 0.0229, 2.2901, 27.3733, 26.9872, 26.7076, 26.2085, -23.2177, 4.0000, 1.0000, 0.7349, nan, 5.8104, 85.7214
10.0969, 0.0229, 1.1081, 25.0622, 25.0611, 24.8557, 24.2839, -19.8762, 4.0000, 1.0000, 0.1295, nan, 0.1214, 8.8648
10.0955, 0.0251, 2.6320, 27.3127, 26.8034, 27.1215, 26.8877, -22.2555, 4.0000, 1.0000, 0.0928, nan, 1.2471, 34.5984
10.0943, 0.0258, 1.8916, 27.2999, 27.3988, 27.3948, 27.2621, -19.0199, 4.0000, 1.0000, 0.2916, nan, 0.0586, 4.7336
10.0935, 0.0227, 3.6978, 28.6287, 27.2594, 26.9651, 26.9883, -20.7347, 4.0000, 1.0000, 0.0000, nan, 0.1668, 12.9099
10.0938, 0.0237, 1.0729, 28.0810, 27.8176, 27.4723, 26.8823, -17.3418, 4.0000, 1.0000, 0.0000, nan, 0.0203, 2.9262
10.0944, 0.0239, 2.2326, 26.6066, 26.6645, 26.7509, 26.6374, -20.1604, 4.0000, 1.0000, 0.0000, nan, 0.1597, 12.5656
10.0945, 0.0245, 2.6302, 25.4029, 25.0257, 25.3508, 25.1677, -22.4052, 4.0000, 1.0000, 0.1536, nan, 1.2353, 71.8648
10.0959, 0.0230, 1.1345, 22.0073, 21.5007, 21.3235, 21.0929, -23.4509, 4.0000, 1.0000, 0.3270, nan, 6.1047, 417.3324
10.0959, 0.0229, 2.1774, 24.9017, 24.9638, 24.9985, 24.7447, -22.6365, 4.0000, 1.0000, 0.2452, nan, 1.7553, 56.5451
10.0882, 0.0309, 1.9582, 26.7672, 26.8183, 26.9014, 26.8485, -19.6889, 4.0000, 1.0000, 0.0000, nan, 0.0670, 7.9180
10.0888, 0.0309, 1.4077, 25.8574, 25.9467, 25.8003, 25.6132, -20.0249, 4.0000, 1.0000, 0.0000, nan, 0.2193, 11.4467
10.0881, 0.0282, 1.1204, 26.7561, 26.7495, 26.5462, 25.9630, -18.3098, 4.0000, 1.0000, 0.0000, nan, 0.0238, 4.6475
10.0883, 0.0291, 2.8567, 27.9175, 27.8052, 27.8207, 27.8596, -19.7771, 4.0000, 1.0000, 0.0000, nan, 0.1238, 5.5943
10.0881, 0.0295, 1.8366, 25.5630, 25.7951, 25.1660, 24.8118, -23.6756, 4.0000, 1.0000, 0.1763, nan, 6.5239, 230.8281
10.0884, 0.0293, 1.0997, 27.8645, 27.4119, 26.9193, 26.1849, -18.7436, 4.0000, 1.0000, 0.0000, nan, 0.0773, 4.9918
10.0907, 0.0301, 0.9394, 26.3830, 25.9011, 25.2764, 24.8459, -19.5116, 4.0000, 1.0000, 0.0000, nan, 0.1292, 8.3484
10.0911, 0.0277, 0.8351, 25.9809, 25.6342, 25.0319, 24.8358, -18.9387, 4.0000, 1.0000, 0.0000, nan, 0.0430, 3.7008
10.0911, 0.0279, 0.9020, 26.6198, 24.7002, 23.5930, 22.8220, -21.6829, 4.0000, 1.0000, 0.5299, nan, 3.2680, 161.6314
10.0919, 0.0282, 0.5690, 28.4272, 27.5580, 27.1106, 26.9730, -15.5525, 4.0000, 1.0000, 0.0000, nan, 0.0026, 1.4631
10.0905, 0.0281, 2.2313, 27.8805, 27.9183, 27.9971, 27.8864, -19.2795, 4.0000, 1.0000, 0.0000, nan, 0.0559, 3.7869
10.0901, 0.0300, 0.9578, 27.7416, 26.3686, 25.3561, 24.6684, -19.6930, 4.0000, 1.0000, 0.0000, nan, 0.1958, 3.1844
10.0888, 0.0299, 3.2912, 28.6020, 27.7648, 27.7096, 28.0649, -18.4775, 4.0000, 1.0000, 0.0000, nan, 0.0116, 3.7869
10.0932, 0.0252, 0.3930, 27.7099, 26.5413, 26.1355, 25.8961, -15.7486, 4.0000, 1.0000, 0.0000, nan, 0.0081, 1.8074
10.0930, 0.0251, 1.3755, 26.4521, 26.2381, 25.9070, 25.6126, -20.3743, 4.0000, 1.0000, 0.0000, nan, 0.2603, 13.7705
10.0921, 0.0266, 0.9042, 27.3019, 26.8917, 26.1392, 25.7322, -18.1083, 4.0000, 1.0000, 0.0000, nan, 0.0403, 1.7213
10.0927, 0.0267, 2.6230, 27.6387, 27.6767, 27.6964, 27.7790, -19.4492, 4.0000, 1.0000, 0.0000, nan, 0.0719, 5.8525
10.0921, 0.0272, 1.2946, 28.0742, 27.8623, 27.5654, 27.0741, -18.3058, 4.0000, 1.0000, 0.0000, nan, 0.0326, 4.3893
10.0888, 0.0270, 1.1081, 25.5917, 25.4645, 25.1850, 24.5780, -19.9781, 4.0000, 1.0000, 0.0000, nan, 0.2276, 11.2746
10.0898, 0.0271, 0.7356, 28.8093, 27.8767, 26.9388, 26.7980, -16.3491, 4.0000, 1.0000, 0.0000, nan, 0.0045, 1.7213
10.0899, 0.0265, 2.8295, 27.6778, 26.9108, 26.7495, 26.6847, -23.5405, 4.0000, 1.0000, 0.3969, nan, 5.1529, 120.3198
10.0932, 0.0225, 2.6991, 28.2454, 27.7364, 28.0014, 27.9121, -21.1094, 4.0000, 1.0000, 0.0851, nan, 0.5787, 16.2664
10.0928, 0.0239, 0.6126, 28.9561, 27.6485, 26.8006, 26.4967, -16.4158, 4.0000, 1.0000, 0.0000, nan, 0.0171, 1.0328
10.0931, 0.0237, 1.5587, 27.5328, 27.6107, 27.4757, 27.3831, -18.3194, 4.0000, 1.0000, 0.0000, nan, 0.0202, 3.1844
10.0925, 0.0234, 1.8384, 27.0907, 27.1375, 27.1908, 27.0799, -19.1149, 4.0000, 1.0000, 0.1384, nan, 0.0623, 5.7664
10.0922, 0.0257, 0.6617, 25.3224, 24.5260, 23.8361, 23.6227, -19.4326, 4.0000, 1.0000, 0.0580, nan, 0.1739, 3.0984
10.0921, 0.0249, 0.7477, 28.0073, 26.5746, 25.4096, 24.9306, -18.8067, 4.0000, 1.0000, 0.0000, nan, 0.1811, 5.7664
10.0922, 0.0252, 1.1249, 27.8354, 27.6808, 27.6646, 27.4386, -16.3257, 4.0000, 1.0000, 0.0000, nan, 0.0024, 3.1844
10.0920, 0.0253, 0.1489, 28.3642, 27.7583, 27.4817, 27.3226, -11.9007, 4.0000, 1.0000, 0.0000, nan, 0.0004, 1.2910
10.0917, 0.0251, 4.1187, 28.5398, 26.5843, 26.1220, 26.0430, -22.0736, 4.0000, 1.0000, 0.2686, nan, 0.5304, 30.6394
10.0993, 0.0322, 1.0865, 28.9779, 27.3227, 26.4130, 25.5185, -19.4765, 4.0000, 1.0000, 0.2662, nan, 0.2897, 2.0656
10.0992, 0.0310, 3.1015, 26.6957, 26.6391, 26.6695, 26.6871, -20.6907, 4.0000, 1.0000, 0.0000, nan, 0.2321, 12.2213
10.0993, 0.0286, 0.9409, 25.4969, 25.0629, 24.3672, 23.8382, -20.2943, 4.0000, 1.0000, 0.1016, nan, 0.3243, 13.3402
10.0994, 0.0301, 2.7512, 26.6656, 26.1244, 26.3107, 26.3238, -21.2341, 4.0000, 1.0000, 0.0000, nan, 0.3096, 14.4590
10.0999, 0.0292, 0.6482, 29.2741, 27.9532, 27.0526, 26.7365, -16.3275, 4.0000, 1.0000, 0.0000, nan, 0.0169, 1.8934
10.1000, 0.0297, 1.0219, 27.5570, 27.5019, 27.1256, 26.6303, -17.4162, 4.0000, 1.0000, 0.0000, nan, 0.0105, 2.6680
10.0995, 0.0239, 1.6516, 27.0321, 27.1266, 27.1402, 27.0864, -18.5580, 4.0000, 1.0000, 0.0000, nan, 0.0228, 3.0984
10.0994, 0.0259, 0.8292, 27.5754, 27.2848, 26.7055, 26.5330, -17.1443, 4.0000, 1.0000, 0.0000, nan, 0.0079, 1.8074
10.0986, 0.0224, 3.3426, 26.9351, 25.8114, 25.5985, 25.7982, -23.3806, 4.0000, 1.0000, 0.2102, nan, 2.7810, 97.4263
10.0986, 0.0244, 1.2945, 27.3063, 27.3052, 27.1797, 26.8053, -18.1765, 4.0000, 1.0000, 0.0000, nan, 0.0219, 3.6148
10.0980, 0.0244, 2.4865, 26.9938, 27.0198, 27.0510, 27.1360, -19.9021, 4.0000, 1.0000, 0.0000, nan, 0.1402, 6.7131
10.0975, 0.0246, 1.3533, 25.5684, 25.4474, 25.1697, 24.8629, -20.8433, 4.0000, 1.0000, 0.1277, nan, 0.4988, 18.1599
10.0976, 0.0244, 1.5830, 26.7760, 26.8751, 26.8726, 26.8136, -18.8190, 4.0000, 1.0000, 0.0000, nan, 0.0275, 1.9795
10.0988, 0.0234, 3.0682, 28.2747, 27.4906, 27.5109, 27.8642, -20.5551, 4.0000, 1.0000, 0.2176, nan, 0.1555, 7.4877
10.0985, 0.0253, 1.1190, 23.6162, 23.4035, 23.0988, 22.4720, -22.2376, 4.0000, 1.0000, 0.1101, nan, 1.8130, 83.1394
10.0981, 0.0260, 0.7009, 27.0349, 25.5411, 24.3770, 23.8830, -19.9545, 4.0000, 1.0000, 0.0339, nan, 0.6044, 11.4467
10.0985, 0.0256, 3.2226, 28.7037, 27.5346, 27.3489, 27.7172, -21.8340, 4.0000, 1.0000, 0.0000, nan, 0.7330, 24.9590
10.0839, -0.0972, 1.4111, 27.3690, 27.3533, 27.1199, 26.9027, -18.9837, 4.0000, 1.0000, 0.0000, nan, 0.0685, 5.8525
10.0840, -0.0968, 2.7169, 27.4229, 27.4589, 27.5039, 27.5675, -19.4223, 4.0000, 1.0000, 0.0000, nan, 0.0691, 6.6271
10.0836, -0.0963, 0.4565, 28.4878, 27.1395, 26.6358, 26.3466, -15.6952, 4.0000, 1.0000, 0.0000, nan, 0.0074, 2.4959
10.0835, -0.0967, 2.6843, 27.5125, 27.7195, 27.9073, 28.0506, -16.3747, 4.0000, 1.0000, 0.0000, nan, 0.0011, 2.1516
10.0867, -0.0937, 1.1195, 28.2955, 27.9564, 27.5819, 26.8749, -17.6856, 4.0000, 1.0000, 0.0000, nan, 0.0208, 2.6680
10.0861, -0.0948, 2.5828, 27.4753, 27.3571, 27.5290, 27.4769, -19.7708, 4.0000, 1.0000, 0.0522, nan, 0.1019, 7.4016
10.0857, -0.0950, 1.3033, 28.3810, 27.8964, 27.3570, 26.8103, -19.4451, 4.0000, 1.0000, 0.0000, nan, 0.1652, 1.9795
10.0859, -0.0947, 1.5990, 27.4698, 27.5617, 27.3522, 27.2432, -18.6513, 4.0000, 1.0000, 0.0000, nan, 0.0295, 4.0451
10.0861, -0.0943, 1.3700, 27.0988, 26.6192, 26.1452, 25.7963, -20.9313, 4.0000, 1.0000, 0.1576, nan, 0.4550, 14.2008
10.0849, -0.0937, 1.5399, 24.9347, 24.7518, 24.0341, 23.4988, -23.7525, 4.0000, 1.0000, 0.4459, nan, 11.5508, 211.4633
10.0837, -0.0943, 1.8597, 26.1194, 26.2234, 26.2122, 26.1155, -19.8491, 4.0000, 1.0000, 0.0000, nan, 0.0761, 11.8771
10.0834, -0.0940, 0.9109, 27.7405, 27.9728, 27.9595, 28.0230, -15.0355, 4.0000, 1.0000, 0.0000, nan, 0.0004, 1.3771
10.0830, -0.0944, 3.2856, 28.2619, 27.7254, 27.7070, 27.8607, -19.9131, 4.0000, 1.0000, 0.0000, nan, 0.0860, 7.2295
10.0850, -0.0937, 2.9985, 27.5873, 27.4631, 27.4905, 27.5516, -20.1896, 4.0000, 1.0000, 0.0000, nan, 0.1521, 8.5205
10.0844, -0.0945, 1.5477, 26.8630, 26.9664, 26.9296, 26.9686, -18.0506, 4.0000, 1.0000, 0.0000, nan, 0.0141, 0.7746
10.0850, -0.0943, 1.0936, 27.3274, 27.2803, 27.0150, 26.4271, -18.0596, 4.0000, 1.0000, 0.0000, nan, 0.0373, 3.5287
10.0837, -0.0950, 0.5301, 26.9561, 25.9639, 25.4056, 25.1735, -17.4622, 4.0000, 1.0000, 0.0000, nan, 0.0191, 2.6680
10.0846, -0.0961, 2.0788, 25.0641, 25.0466, 25.0083, 24.7177, -22.9792, 4.0000, 1.0000, 0.3953, nan, 4.1972, 382.0455
10.0851, -0.0954, 1.3803, 24.8605, 24.8861, 24.6947, 24.4675, -21.1500, 4.0000, 1.0000, 0.0000, nan, 0.6110, 24.7008
10.0768, -0.0997, 2.2319, 25.5652, 25.5520, 25.6125, 25.4968, -21.8052, 4.0000, 1.0000, 0.0949, nan, 0.8321, 25.3894
10.0874, -0.0998, 1.3924, 26.2437, 26.1790, 25.9400, 25.7052, -19.7669, 4.0000, 1.0000, 0.3904, nan, 0.1230, 8.1762
10.0870, -0.0998, 2.2911, 26.8446, 26.6600, 26.8193, 26.2366, -22.9140, 4.0000, 1.0000, 0.1623, nan, 1.6243, 42.0000
10.0858, -0.0990, 0.5238, 28.0753, 26.8654, 26.2069, 25.9183, -16.5036, 4.0000, 1.0000, 0.0000, nan, 0.0147, 2.0656
10.0853, -0.0995, 1.9048, 26.9397, 27.0012, 26.8747, 26.5848, -20.5115, 4.0000, 1.0000, 0.0000, nan, 0.3003, 12.1353
10.0851, -0.0992, 0.7689, 26.9579, 26.3958, 25.5517, 25.3097, -18.1362, 4.0000, 1.0000, 0.0000, nan, 0.0487, 4.5615
10.0780, -0.0991, 1.1443, 25.5927, 25.2519, 24.8220, 24.1039, -20.8367, 4.0000, 1.0000, 0.1575, nan, 0.5650, 17.0410
10.0818, -0.0991, 0.7606, 25.4286, 23.7900, 22.5756, 21.9849, -22.0510, 4.0000, 1.0000, 0.7823, nan, 4.3258, 29.2623
10.0817, -0.0992, 1.1797, 24.8210, 24.8110, 24.6118, 24.0514, -20.7406, 4.0000, 1.0000, 0.0000, nan, 0.3856, 20.3115
10.0802, -0.0992, 1.8337, 25.8069, 26.0470, 25.6400, 25.3682, -21.6242, 4.0000, 1.0000, 0.1075, nan, 0.8032, 28.4017
10.0805, -0.0997, 0.4191, 23.0943, 21.5750, 20.9090, 20.5556, -21.3662, 4.0000, 1.0000, 0.6163, nan, 2.9175, 10.7582
10.0888, -0.0881, 0.8217, 27.4632, 26.7858, 25.8936, 25.4777, -18.2050, 4.0000, 1.0000, 0.0000, nan, 0.0635, 1.8934
10.0885, -0.0887, 1.4665, 26.5926, 26.6806, 26.5690, 26.4120, -19.3967, 4.0000, 1.0000, 0.0000, nan, 0.1154, 6.6271
10.0881, -0.0922, 2.4205, 26.1967, 26.1116, 26.1815, 26.0657, -21.7640, 4.0000, 1.0000, 0.2467, nan, 1.3240, 30.3812
10.0885, -0.0924, 1.1019, 27.4727, 27.3869, 27.1473, 26.5647, -17.6299, 4.0000, 1.0000, 0.0000, nan, 0.0184, 2.4959
10.0879, -0.0916, 1.1709, 25.4425, 25.2412, 25.1338, 24.6585, -19.7223, 4.0000, 1.0000, 0.0000, nan, 0.0820, 8.3484
10.0884, -0.0910, 1.7819, 26.5803, 26.6374, 26.6765, 26.5658, -19.7734, 4.0000, 1.0000, 0.0000, nan, 0.1118, 8.9508
10.0888, -0.0905, 0.8989, 27.9130, 27.8595, 27.3119, 27.1020, -16.3170, 4.0000, 1.0000, 0.0000, nan, 0.0035, 1.5492
10.0906, -0.0893, 0.1944, 28.2551, 27.6142, 27.3691, 27.2428, -12.6354, 4.0000, 1.0000, 0.0000, nan, 0.0004, 0.5164
10.0942, 0.0274, 0.8139, 24.0396, 23.6329, 22.8685, 22.5335, -21.3620, 4.0000, 1.0000, 0.1158, nan, 0.8612, 30.4672
10.0957, 0.0273, 1.6107, 26.9353, 26.9491, 26.6355, 26.3413, -20.0700, 4.0000, 1.0000, 0.0945, nan, 0.2844, 10.9303
10.0952, 0.0266, 1.4046, 23.8423, 23.7907, 23.4740, 23.2075, -23.6783, 4.0000, 1.0000, 0.0992, nan, 4.2482, 155.7789
10.0965, 0.0269, 2.6859, 26.7196, 26.6714, 26.7323, 26.7730, -22.8132, 4.0000, 1.0000, 0.2043, nan, 1.3390, 50.9509
10.0969, 0.0264, 0.8346, 25.5075, 25.2116, 24.5040, 24.1628, -19.6192, 4.0000, 1.0000, 0.1434, nan, 0.1671, 9.2951
10.0962, 0.0258, 1.1841, 27.3529, 27.3457, 27.1587, 26.5807, -18.0355, 4.0000, 1.0000, 0.0000, nan, 0.0216, 1.9795
10.0975, 0.0255, 1.3880, 27.5815, 27.5449, 27.5115, 27.4654, -17.3678, 4.0000, 1.0000, 0.0000, nan, 0.0082, 1.9795
10.0979, 0.0251, 0.7372, 29.1360, 27.7093, 26.5512, 26.0868, -17.6437, 4.0000, 1.0000, 0.0000, nan, 0.0640, 3.7869
10.0974, 0.0259, 2.5972, 27.8068, 27.6151, 27.7917, 27.7026, -20.2448, 4.0000, 1.0000, 0.2507, nan, 0.1873, 9.7254
10.0967, 0.0257, 0.2353, 23.2735, 22.7771, 22.6148, 22.5256, -17.8541, 4.0000, 1.0000, 0.0000, nan, 0.0423, 3.7008
10.0967, 0.0329, 1.0698, 26.9579, 26.9327, 26.6559, 26.1073, -17.9751, 4.0000, 1.0000, 0.0000, nan, 0.0231, 4.3033
10.0972, 0.0321, 1.5010, 26.6097, 26.6650, 26.5220, 26.3593, -19.5359, 4.0000, 1.0000, 0.0000, nan, 0.1518, 7.8320
10.0974, 0.0327, 0.3013, 27.4635, 26.4400, 26.0236, 25.8115, -15.1377, 4.0000, 1.0000, 0.0000, nan, 0.0046, 1.8074
10.0977, 0.0324, 2.0739, 27.3119, 27.6219, 27.5344, 27.3001, -18.3240, 4.0000, 1.0000, 0.0000, nan, 0.0097, 1.5492
10.0945, 0.0323, 1.3250, 27.4302, 27.2467, 26.9452, 26.5222, -18.7921, 4.0000, 1.0000, 0.2724, nan, 0.0599, 13.5984
10.0956, 0.0327, 2.1808, 26.9633, 26.9865, 26.9686, 26.4771, -21.5067, 4.0000, 1.0000, 0.1577, nan, 0.8613, 23.1517
10.0988, 0.0281, 1.4437, 25.3462, 25.2968, 25.0086, 24.7833, -21.3646, 4.0000, 1.0000, 0.0947, nan, 0.7158, 25.7336
10.0986, 0.0288, 1.5705, 26.2595, 26.1772, 25.5452, 25.2670, -22.0898, 4.0000, 1.0000, 0.1140, nan, 1.2237, 46.9058
10.0988, 0.0284, 1.0369, 28.1987, 27.6494, 27.0063, 26.2776, -18.5891, 4.0000, 1.0000, 0.0000, nan, 0.0663, 3.3566
10.0988, 0.0290, 1.7400, 25.1552, 25.4146, 24.7357, 24.4394, -22.6358, 4.0000, 1.0000, 0.0920, nan, 2.3788, 70.4017
10.0965, 0.0301, 1.1484, 27.9774, 27.7775, 27.4953, 26.8680, -18.1163, 4.0000, 1.0000, 0.0000, nan, 0.0404, 4.0451
10.0963, 0.0304, 3.6905, 29.5829, 28.8124, 28.7631, 28.8042, -17.6957, 4.0000, 1.0000, 0.0000, nan, 0.0106, 0.6025
10.0988, 0.0302, 0.8778, 28.5495, 27.9689, 27.1493, 26.6723, -17.1578, 4.0000, 1.0000, 0.0000, nan, 0.0168, 3.0123
10.0962, 0.0326, 3.3777, 28.0446, 27.3600, 27.3460, 27.5956, -18.7271, 4.0000, 1.0000, 0.0000, nan, 0.0117, 3.1844
10.0901, 0.0311, 1.3319, 26.0071, 25.8554, 25.3481, 24.9071, -20.8935, 4.0000, 1.0000, 0.1001, nan, 0.7648, 36.9222
10.0929, 0.0288, 2.1913, 27.4495, 27.4265, 27.4105, 27.1489, -20.8481, 4.0000, 1.0000, 0.1541, nan, 0.5488, 19.2787
10.0922, 0.0297, 2.1741, 26.7904, 26.8159, 26.8235, 26.5267, -21.0117, 4.0000, 1.0000, 0.0000, nan, 0.4781, 17.3853
10.0933, 0.0319, 1.2870, 25.4492, 25.5121, 25.4039, 25.0258, -19.8429, 4.0000, 1.0000, 0.0000, nan, 0.0931, 13.2541
10.0931, 0.0309, 0.5309, 29.0128, 27.6806, 26.9791, 26.6836, -15.8058, 4.0000, 1.0000, 0.0000, nan, 0.0079, 2.3238
10.0937, 0.0323, 0.3415, 28.5783, 27.6185, 27.3074, 27.1290, -14.1233, 4.0000, 1.0000, 0.0000, nan, 0.0012, 1.6352
10.0938, 0.0308, 0.4911, 28.8376, 27.6079, 27.1713, 26.9492, -15.2564, 4.0000, 1.0000, 0.0000, nan, 0.0036, 1.6352
10.0940, 0.0312, 2.2588, 24.7444, 24.6735, 24.7220, 24.6214, -23.4389, 4.0000, 1.0000, 0.2753, nan, 2.9580, 88.1312
10.0934, 0.0294, 1.4167, 26.9011, 26.7203, 26.3540, 26.0977, -20.4715, 4.0000, 1.0000, 0.0860, nan, 0.3903, 11.8771
