#ra, dec, redshift, g_ab, r_ab, i_ab, z_ab, absmag_r_total, bulge_n, disk_n, BulgeHalfLightRadius, gal_type, mass_stellar, mass_halo
10.0770, -0.0066, 1.1611, 27.9781, 27.7441, 27.5153, 26.8796, -17.6492, 4.0000, 1.0000, 0.0000, nan, 0.0178, 3.0984
10.0784, -0.0055, 1.5001, 27.5682, 27.4670, 27.0374, 26.7847, -19.6198, 4.0000, 1.0000, 0.0292, nan, 0.1328, 7.2295
10.0775, -0.0066, 2.6409, 28.3020, 27.8600, 27.9772, 27.8976, -19.2700, 4.0000, 1.0000, 0.1413, nan, 0.0464, 19.1927
10.0788, -0.0066, 0.3268, 28.9149, 27.8920, 27.4575, 27.2293, -13.9241, 4.0000, 1.0000, 0.0000, nan, 0.0024, 1.4631
10.0793, -0.0068, 2.4275, 27.8964, 27.5530, 27.6679, 27.4039, -19.5092, 4.0000, 1.0000, 0.0000, nan, 0.0509, 4.5615
10.0783, -0.0073, 0.8759, 28.7374, 27.4524, 26.4682, 25.8160, -18.3459, 4.0000, 1.0000, 0.0000, nan, 0.1042, 2.6680
10.0801, -0.0054, 1.8182, 26.9640, 27.0803, 27.0660, 26.9790, -19.0707, 4.0000, 1.0000, 0.0000, nan, 0.0435, 5.9385
10.0811, -0.0054, 0.1820, 25.5942, 24.6825, 24.3096, 24.0943, -15.5901, 4.0000, 1.0000, 0.0000, nan, 0.0114, 2.3238
10.0811, -0.0050, 0.3649, 25.4674, 24.4679, 24.1462, 23.9650, -17.4639, 4.0000, 1.0000, 0.0000, nan, 0.0320, 4.1312
10.0823, -0.0002, 0.9763, 25.7372, 25.3551, 24.7275, 24.1499, -20.0160, 4.0000, 1.0000, 0.0642, nan, 0.2959, 19.3648
10.0823, -0.0027, 0.1281, 20.7481, 19.8719, 19.4624, 19.2016, -19.8134, 4.0000, 1.0000, 0.6597, nan, 0.4814, 16.6107
9.9466, -0.0038, 1.8893, 24.5998, 24.7994, 24.4398, 24.1769, -22.9238, 4.0000, 1.0000, 0.0767, nan, 1.9744, 94.0698
9.9481, -0.0056, 0.7418, 26.6648, 25.7718, 24.8101, 24.4559, -19.1155, 4.0000, 1.0000, 0.0000, nan, 0.1906, 5.7664
9.9486, -0.0059, 0.1336, 27.6366, 27.7968, 27.9257, 28.0115, -11.1734, 4.0000, 1.0000, 0.0000, nan, 0.0000, 0.7746
9.9493, -0.0058, 1.7027, 27.0842, 27.1500, 27.1602, 27.0574, -19.0866, 4.0000, 1.0000, 0.0000, nan, 0.0574, 3.1844
9.9460, -0.0059, 0.7365, 27.8852, 27.8497, 27.7309, 27.7775, -15.1593, 4.0000, 1.0000, 0.0000, nan, 0.0010, 1.8074
9.9478, -0.0065, 0.3396, 26.3978, 25.0732, 24.5213, 24.2394, -17.0440, 4.0000, 1.0000, 0.0000, nan, 0.0511, 1.8934
9.9472, -0.0066, 1.6212, 27.8459, 27.9060, 27.6050, 27.3997, -18.8221, 4.0000, 1.0000, 0.0000, nan, 0.0604, 5.7664
9.9505, -0.0103, 0.7445, 27.6086, 26.3829, 25.3283, 24.9869, -18.4791, 4.0000, 1.0000, 0.0000, nan, 0.0795, 3.5287
9.9504, -0.0087, 2.0997, 27.4060, 27.5069, 27.5286, 27.3886, -19.3535, 4.0000, 1.0000, 0.0000, nan, 0.0827, 6.0246
9.9502, -0.0091, 1.1864, 27.7095, 27.6367, 27.4532, 26.8660, -17.7060, 4.0000, 1.0000, 0.0000, nan, 0.0241, 3.3566
9.9491, -0.0085, 0.3396, 23.4921, 22.2821, 21.8103, 21.5624, -19.7627, 4.0000, 1.0000, 0.0800, nan, 0.3567, 8.3484
9.9482, -0.0073, 0.3498, 28.1101, 26.7588, 26.2033, 25.9129, -15.5774, 4.0000, 1.0000, 0.0000, nan, 0.0105, 1.8934
9.9496, -0.0075, 1.6439, 27.6471, 27.6828, 27.3117, 27.0011, -19.6746, 4.0000, 1.0000, 0.0000, nan, 0.1985, 8.1762
9.9507, -0.0176, 1.0328, 27.6010, 25.5090, 24.5012, 23.6096, -21.2834, 4.0000, 1.0000, 0.5124, nan, 1.8258, 21.7746
9.9513, -0.0189, 2.3070, 27.8732, 27.8945, 28.0024, 27.8926, -19.0443, 4.0000, 1.0000, 0.0000, nan, 0.0713, 5.2500
9.9512, -0.0215, 1.3229, 27.9205, 27.2960, 26.3120, 25.7209, -20.4320, 4.0000, 1.0000, 0.1235, nan, 0.5246, 11.7049
9.9531, -0.0210, 2.9835, 26.6705, 26.2259, 26.1967, 26.3474, -22.2924, 4.0000, 1.0000, 0.0639, nan, 0.9472, 57.5779
9.9531, -0.0194, 2.9275, 27.2577, 26.4598, 26.4920, 26.7880, -22.4567, 4.0000, 1.0000, 0.2347, nan, 1.0786, 53.8771
9.9523, -0.0199, 1.4981, 27.8470, 27.7862, 27.4333, 27.1757, -18.8829, 4.0000, 1.0000, 0.0000, nan, 0.0721, 5.9385
9.9457, -0.0130, 1.1200, 27.9312, 27.8913, 27.6412, 27.0426, -17.3120, 4.0000, 1.0000, 0.0000, nan, 0.0172, 3.0984
9.9472, -0.0131, 2.0940, 27.7994, 27.9620, 27.9958, 27.9445, -17.6316, 4.0000, 1.0000, 0.0000, nan, 0.0085, 1.8074
9.9465, -0.0132, 0.5171, 29.2413, 27.7687, 26.9105, 26.4708, -16.6469, 4.0000, 1.0000, 0.0000, nan, 0.0299, 1.9795
9.9464, -0.0128, 2.4103, 27.6791, 27.6445, 27.8790, 27.7246, -18.2768, 4.0000, 1.0000, 0.0000, nan, 0.0182, 2.9262
9.9458, -0.0161, 1.8358, 27.2972, 27.4531, 27.3769, 27.2825, -18.8372, 4.0000, 1.0000, 0.0000, nan, 0.0257, 4.7336
9.9460, -0.0148, 0.3395, 27.7160, 26.5261, 26.0293, 25.7639, -15.5487, 4.0000, 1.0000, 0.0000, nan, 0.0106, 1.3771
9.9487, -0.0148, 1.2895, 26.4944, 25.9130, 25.4635, 24.9355, -21.2773, 4.0000, 1.0000, 0.0588, nan, 0.7516, 25.4754
9.9482, -0.0151, 1.4660, 25.8716, 25.6211, 25.1271, 24.8689, -21.9471, 4.0000, 1.0000, 0.1050, nan, 1.0639, 39.8484
9.9468, -0.0140, 1.1967, 25.6950, 25.6474, 25.5058, 24.9414, -19.5679, 4.0000, 1.0000, 0.0000, nan, 0.1005, 10.0697
9.9473, -0.0140, 2.8405, 28.1471, 27.8832, 28.1116, 28.3052, -17.8741, 4.0000, 1.0000, 0.0000, nan, 0.0084, 2.7541
9.9473, -0.0150, 2.8070, 26.8847, 26.8665, 26.8517, 26.8676, -20.8998, 4.0000, 1.0000, 0.1634, nan, 0.3784, 4.4754
9.9456, -0.0219, 0.6742, 24.7208, 24.0127, 23.2776, 22.9732, -21.0059, 4.0000, 1.0000, 0.1001, nan, 0.8403, 24.0123
9.9456, -0.0218, 1.6469, 25.9887, 26.1591, 25.9554, 25.9349, -19.4126, 4.0000, 1.0000, 0.1843, nan, 0.0462, 4.3894
9.9466, -0.0213, 1.1504, 27.2072, 27.0204, 26.7607, 26.1250, -18.4225, 4.0000, 1.0000, 0.0000, nan, 0.0556, 5.4221
9.9467, -0.0213, 0.6348, 27.3132, 26.4770, 25.8286, 25.6180, -17.2923, 4.0000, 1.0000, 0.0000, nan, 0.0236, 3.8730
9.9451, -0.0197, 3.3568, 28.4571, 27.4675, 27.3638, 27.5692, -20.3986, 4.0000, 1.0000, 0.0000, nan, 0.0933, 8.5205
9.9453, -0.0197, 1.6885, 26.0283, 26.0583, 25.9721, 25.7757, -20.3683, 4.0000, 1.0000, 0.0652, nan, 0.2066, 8.4344
9.9455, -0.0210, 3.8880, 29.1958, 27.6454, 27.2395, 27.1984, -20.2845, 4.0000, 1.0000, 0.0000, nan, 0.0815, 9.8115
9.9460, -0.0215, 1.8013, 26.7009, 26.9387, 26.5250, 26.2992, -20.4293, 4.0000, 1.0000, 0.0000, nan, 0.2142, 11.1885
10.0536, 0.0205, 0.9608, 26.5422, 26.3552, 26.1684, 26.0591, -17.4482, 4.0000, 1.0000, 0.0000, nan, 0.0058, 1.9795
10.0528, 0.0205, 1.6150, 25.9473, 25.9808, 25.5442, 25.4416, -20.3321, 4.0000, 1.0000, 0.0000, nan, 0.2065, 19.6230
10.0546, 0.0167, 0.3508, 28.0086, 27.1289, 27.0193, 26.9708, -14.3188, 4.0000, 1.0000, 0.0000, nan, 0.0007, 1.4631
10.0523, 0.0186, 3.2255, 27.9655, 26.5183, 26.1551, 26.3290, -24.3580, 4.0000, 1.0000, 0.7096, nan, 3.9807, 64.3771
10.0527, 0.0166, 0.9554, 28.2093, 27.8617, 27.2263, 26.7957, -16.9811, 4.0000, 1.0000, 0.0000, nan, 0.0081, 0.6025
10.0529, 0.0169, 0.5009, 28.9405, 27.6054, 26.9066, 26.5762, -15.8683, 4.0000, 1.0000, 0.0000, nan, 0.0122, 1.8074
10.0495, 0.0219, 0.9890, 28.4001, 27.3593, 26.4950, 25.7248, -18.8856, 4.0000, 1.0000, 0.0000, nan, 0.1808, 3.7869
10.0502, 0.0210, 1.5020, 27.4996, 27.5203, 27.3817, 27.3694, -17.7513, 4.0000, 1.0000, 0.0000, nan, 0.0131, 1.9795
10.0503, 0.0197, 0.8719, 27.7677, 26.4177, 25.3487, 24.7740, -19.2290, 4.0000, 1.0000, 0.0653, nan, 0.1602, 5.9385
10.0502, 0.0195, 0.9862, 28.1097, 27.9876, 27.5063, 27.0321, -16.9620, 4.0000, 1.0000, 0.0000, nan, 0.0132, 2.4959
10.0499, 0.0202, 1.8145, 27.1546, 27.3255, 27.3296, 27.3822, -17.8293, 4.0000, 1.0000, 0.0000, nan, 0.0099, 2.3238
10.0504, 0.0201, 0.4315, 27.3937, 26.5157, 26.3753, 26.2886, -15.4978, 4.0000, 1.0000, 0.0000, nan, 0.0023, 1.8934
10.0495, 0.0168, 2.1769, 25.5092, 25.5577, 25.6339, 25.6375, -21.1172, 4.0000, 1.0000, 0.1183, nan, 0.3224, 22.2050
10.0497, 0.0172, 0.3495, 27.2920, 26.2936, 26.0179, 25.8546, -15.4656, 4.0000, 1.0000, 0.0000, nan, 0.0026, 1.8934
10.0497, 0.0178, 3.8606, 28.7012, 27.9578, 27.8406, 27.8271, -20.3406, 4.0000, 1.0000, 0.1419, nan, 0.1564, 7.7459
10.0503, 0.0185, 2.1944, 26.5264, 26.5752, 26.6478, 26.6566, -20.1631, 4.0000, 1.0000, 0.0281, nan, 0.1908, 10.2418
10.0521, 0.0168, 0.4848, 27.6964, 26.2447, 25.6249, 25.3069, -17.0011, 4.0000, 1.0000, 0.0000, nan, 0.0289, 2.0656
10.0519, 0.0178, 1.3146, 26.9050, 26.8342, 26.6499, 26.2878, -18.8332, 4.0000, 1.0000, 0.0000, nan, 0.0628, 6.6271
10.0515, 0.0183, 1.9047, 27.4058, 27.4347, 27.3806, 27.1278, -19.8053, 4.0000, 1.0000, 0.0000, nan, 0.1448, 8.2623
10.0655, 0.0022, 3.2402, 28.1391, 27.7064, 27.6411, 27.6896, -21.0210, 4.0000, 1.0000, 0.2163, nan, 0.4106, 13.8566
10.0646, 0.0025, 0.9501, 27.2132, 26.5364, 25.8675, 25.3229, -20.1353, 4.0000, 1.0000, 0.0289, nan, 0.2132, 10.8443
10.0659, 0.0052, 2.4528, 27.9576, 27.8616, 27.9364, 27.8250, -19.9880, 4.0000, 1.0000, 0.0000, nan, 0.1732, 6.1107
10.0655, 0.0035, 1.7258, 26.7994, 26.8080, 26.7275, 26.4811, -20.0034, 4.0000, 1.0000, 0.0000, nan, 0.1552, 9.9836
10.0648, 0.0045, 0.3370, 28.9507, 27.9211, 27.5062, 27.2842, -13.9477, 4.0000, 1.0000, 0.0000, nan, 0.0019, 1.6352
10.0617, 0.0045, 2.9623, 27.9014, 27.7566, 27.9020, 28.1250, -17.7009, 4.0000, 1.0000, 0.0000, nan, 0.0044, 2.6680
10.0626, 0.0038, 1.5967, 27.0401, 27.1149, 26.9178, 26.7508, -19.2946, 4.0000, 1.0000, 0.0000, nan, 0.0951, 7.0574
10.0620, 0.0054, 1.4112, 26.1945, 25.5324, 24.5526, 24.0346, -23.6534, 4.0000, 1.0000, 0.5193, nan, 5.4644, 108.5288
10.0631, 0.0047, 0.9312, 27.8559, 27.3564, 26.6121, 26.0524, -18.1119, 4.0000, 1.0000, 0.0000, nan, 0.0457, 3.0123
10.0627, 0.0053, 2.0470, 27.6338, 27.7305, 27.7716, 27.6960, -18.8038, 4.0000, 1.0000, 0.0000, nan, 0.0401, 4.9918
10.0639, 0.0045, 1.7806, 27.6566, 27.7404, 27.7894, 27.7205, -18.1793, 4.0000, 1.0000, 0.0000, nan, 0.0160, 3.7008
10.0657, 0.0029, 0.9445, 26.6224, 26.2061, 25.6273, 25.2684, -18.5478, 4.0000, 1.0000, 0.0000, nan, 0.0385, 4.4754
10.0649, 0.0037, 0.2871, 26.9506, 26.8822, 27.0160, 27.1047, -13.7220, 4.0000, 1.0000, 0.0000, nan, 0.0002, 1.5492
10.0648, 0.0032, 0.4318, 28.8470, 27.6989, 27.3916, 27.2131, -14.6238, 4.0000, 1.0000, 0.0000, nan, 0.0012, 1.0328
10.0641, 0.0041, 2.3938, 27.1378, 26.9594, 27.0893, 26.7676, -22.2211, 4.0000, 1.0000, 0.5466, nan, 1.2651, 32.1025
10.0657, 0.0107, 1.9297, 27.4097, 27.5182, 27.1089, 26.7570, -19.6366, 4.0000, 1.0000, 0.0000, nan, 0.0717, 4.5615
10.0659, 0.0087, 1.9456, 27.1388, 27.1463, 27.1939, 27.0571, -19.5672, 4.0000, 1.0000, 0.0000, nan, 0.1055, 5.9385
10.0648, 0.0100, 2.2752, 27.8122, 27.8419, 27.9622, 27.7921, -19.0897, 4.0000, 1.0000, 0.0000, nan, 0.0478, 4.9918
10.0658, 0.0097, 0.6201, 28.2831, 27.2573, 26.5224, 26.2392, -16.7359, 4.0000, 1.0000, 0.0000, nan, 0.0204, 2.4098
9.9233, 0.0033, 4.3095, 28.5684, 27.4734, 27.2757, 27.3002, -20.5088, 4.0000, 1.0000, 0.0000, nan, 0.1467, 8.0902
9.9252, 0.0055, 1.5404, 27.6111, 27.6690, 27.5686, 27.4179, -18.3187, 4.0000, 1.0000, 0.0000, nan, 0.0317, 4.0451
9.9236, 0.0056, 2.7216, 28.0886, 27.8450, 28.1594, 28.2055, -17.7899, 4.0000, 1.0000, 0.0000, nan, 0.0055, 2.3238
9.9256, 0.0067, 0.2362, 27.6023, 27.1996, 27.1408, 27.1075, -13.2651, 4.0000, 1.0000, 0.0000, nan, 0.0003, 1.2910
9.9285, 0.0062, 2.2233, 25.6721, 25.6302, 25.5934, 25.3578, -22.9299, 4.0000, 1.0000, 0.2216, nan, 3.9716, 500.0416
9.9279, 0.0063, 2.9510, 27.2142, 27.0791, 27.1251, 27.1996, -19.7315, 4.0000, 1.0000, 0.0000, nan, 0.0760, 13.4262
9.9283, 0.0091, 0.4105, 26.4345, 25.5485, 25.2636, 25.0826, -16.6708, 4.0000, 1.0000, 0.0000, nan, 0.0167, 2.0656
9.9284, 0.0088, 0.4395, 27.7562, 26.6054, 26.2763, 26.0841, -15.8046, 4.0000, 1.0000, 0.0000, nan, 0.0036, 1.4631
9.9273, 0.0089, 1.9817, 26.9419, 26.9368, 26.9706, 26.8069, -20.0626, 4.0000, 1.0000, 0.0000, nan, 0.1940, 9.9836
9.9274, 0.0082, 2.9621, 27.6494, 26.9703, 26.9452, 27.0502, -20.2906, 4.0000, 1.0000, 0.0000, nan, 0.0759, 6.9713
9.9278, 0.0075, 3.5694, 27.0464, 26.4542, 26.4179, 26.4496, -21.5617, 4.0000, 1.0000, 0.1433, nan, 0.3164, 17.0410
9.9560, 0.0015, 1.9897, 26.6983, 27.0493, 26.8896, 26.7574, -18.5601, 4.0000, 1.0000, 0.0000, nan, 0.0202, 4.3893
9.9543, 0.0030, 2.7487, 26.0183, 25.6545, 25.9772, 26.0439, -20.8101, 4.0000, 1.0000, 0.0000, nan, 0.1872, 21.9467
9.9559, 0.0037, 0.6536, 28.6601, 27.4232, 26.5668, 26.3034, -16.7217, 4.0000, 1.0000, 0.0000, nan, 0.0132, 1.3771
9.9549, 0.0033, 1.7359, 27.0880, 27.2295, 26.6388, 26.2911, -21.1751, 4.0000, 1.0000, 0.1395, nan, 0.6828, 19.1066
9.9550, 0.0034, 0.6779, 25.3377, 24.5770, 23.8426, 23.6291, -19.4590, 4.0000, 1.0000, 0.1806, nan, 0.1665, 4.1312
9.9550, 0.0038, 1.4352, 26.7116, 26.8167, 26.7526, 26.6327, -18.7054, 4.0000, 1.0000, 0.0000, nan, 0.0308, 4.2172
9.9551, 0.0038, 2.0121, 25.9385, 25.9538, 25.8957, 25.6660, -21.9291, 4.0000, 1.0000, 0.0808, nan, 0.8509, 10.4139
9.9507, 0.0001, 3.7563, 27.9414, 27.4015, 27.3637, 27.3891, -20.0762, 4.0000, 1.0000, 0.0000, nan, 0.0891, 7.4877
9.9514, 0.0005, 3.6285, 28.4085, 27.8935, 27.9009, 28.0072, -17.8340, 4.0000, 1.0000, 0.0000, nan, 0.0052, 2.9262
9.9531, 0.0007, 0.5246, 28.1716, 26.8528, 26.3710, 26.1762, -16.1639, 4.0000, 1.0000, 0.0000, nan, 0.0065, 1.3771
9.9528, 0.0003, 1.0865, 27.2805, 27.2366, 26.9589, 26.3807, -17.8528, 4.0000, 1.0000, 0.0000, nan, 0.0228, 4.0451
9.9533, 0.0022, 0.6580, 24.8304, 24.2170, 23.6307, 23.4616, -19.5362, 4.0000, 1.0000, 0.0000, nan, 0.1616, 10.7582
9.9537, 0.0018, 1.6784, 27.5972, 27.6186, 27.2057, 27.0225, -18.7605, 4.0000, 1.0000, 0.0000, nan, 0.0366, 0.7746
9.9543, 0.0013, 4.3610, 27.5951, 27.6209, 27.0824, 27.0499, -19.5139, 4.0000, 1.0000, 0.0000, nan, 0.0277, 7.5738
9.9544, 0.0022, 1.9587, 26.5030, 26.5807, 26.5915, 26.4656, -20.3805, 4.0000, 1.0000, 0.0638, nan, 0.2195, 12.5656
9.9538, 0.0014, 2.5776, 27.9159, 27.5838, 27.8634, 27.6505, -19.6570, 4.0000, 1.0000, 0.0000, nan, 0.0823, 5.8525
9.9541, 0.0019, 1.1143, 27.4812, 27.0550, 26.6439, 25.9229, -18.6559, 4.0000, 1.0000, 0.0000, nan, 0.0742, 5.2500
9.9541, 0.0019, 1.9038, 27.1761, 27.3577, 27.1466, 26.9254, -20.0332, 4.0000, 1.0000, 0.0000, nan, 0.1487, 9.7254
9.9550, 0.0089, 1.3324, 27.9132, 27.8404, 27.5938, 27.2700, -18.6236, 4.0000, 1.0000, 0.0000, nan, 0.0378, 3.9590
9.9549, 0.0092, 1.3289, 26.5198, 26.5778, 26.4489, 26.1260, -18.8840, 4.0000, 1.0000, 0.0000, nan, 0.0371, 4.7336
9.9509, 0.0055, 0.8204, 27.8184, 26.4892, 25.3769, 24.8617, -18.9625, 4.0000, 1.0000, 0.0885, nan, 0.1292, 5.1639
9.9515, 0.0063, 2.0894, 26.1988, 26.2715, 26.3597, 26.3466, -19.9197, 4.0000, 1.0000, 0.1172, nan, 0.1101, 8.3484
9.9520, 0.0055, 1.5287, 25.4707, 25.5255, 25.3683, 25.2461, -20.4519, 4.0000, 1.0000, 0.0000, nan, 0.2179, 16.5246
9.9532, 0.0081, 2.5257, 28.1714, 27.9656, 28.4404, 28.1245, -18.3479, 4.0000, 1.0000, 0.0000, nan, 0.0134, 2.4098
9.9547, 0.0061, 0.9733, 27.1368, 26.4756, 25.7904, 25.2583, -19.2328, 4.0000, 1.0000, 0.0000, nan, 0.1386, 4.1312
9.9546, 0.0058, 1.3894, 27.2574, 27.1662, 26.8393, 26.5241, -19.1011, 4.0000, 1.0000, 0.0000, nan, 0.1020, 8.7787
9.9544, 0.0065, 2.9082, 27.7578, 27.7621, 27.8138, 27.8554, -19.0704, 4.0000, 1.0000, 0.0000, nan, 0.0334, 2.9262
10.0824, -0.0023, 0.8209, 28.1204, 27.7940, 26.9868, 26.8409, -16.6002, 4.0000, 1.0000, 0.0000, nan, 0.0033, 1.5492
10.0818, -0.0018, 1.6399, 27.7802, 27.9375, 27.7198, 27.7213, -17.5953, 4.0000, 1.0000, 0.0000, nan, 0.0109, 1.5492
10.0819, -0.0031, 2.8630, 26.9443, 26.4116, 26.5686, 26.7361, -21.1375, 4.0000, 1.0000, 0.0000, nan, 0.2806, 15.5779
10.0811, -0.0038, 0.2866, 27.4660, 27.3940, 27.5281, 27.6122, -13.2148, 4.0000, 1.0000, 0.0000, nan, 0.0001, 1.2910
10.0802, -0.0029, 3.1278, 27.7667, 27.4671, 27.4935, 27.6245, -19.7811, 4.0000, 1.0000, 0.0000, nan, 0.0963, 6.7131
10.0805, -0.0029, 2.3846, 26.8066, 26.7633, 27.1423, 26.7997, -18.8788, 4.0000, 1.0000, 0.0000, nan, 0.0185, 4.6475
10.0805, -0.0046, 1.4479, 27.4033, 27.3702, 27.1328, 26.9457, -18.7302, 4.0000, 1.0000, 0.0000, nan, 0.0619, 5.3361
10.0799, -0.0039, 1.9576, 27.6273, 27.7701, 27.8544, 27.9261, -17.2953, 4.0000, 1.0000, 0.0000, nan, 0.0059, 2.4098
10.0673, -0.0004, 0.9881, 24.2993, 24.1819, 23.7310, 23.2283, -20.9742, 4.0000, 1.0000, 0.1144, nan, 0.4686, 19.4508
10.0671, -0.0043, 2.0217, 26.1269, 26.2477, 25.8160, 25.2738, -23.6393, 4.0000, 1.0000, 0.6746, nan, 5.0325, 101.4714
10.0660, -0.0045, 0.3480, 25.0324, 24.2613, 24.0175, 23.8752, -17.4986, 4.0000, 1.0000, 0.0000, nan, 0.0265, 3.2705
10.0664, -0.0034, 1.4782, 26.1603, 26.0698, 25.7193, 25.5055, -20.7262, 4.0000, 1.0000, 0.0000, nan, 0.3913, 16.6107
10.0701, -0.0007, 0.3352, 28.3842, 26.8485, 26.1181, 25.7377, -16.5968, 4.0000, 1.0000, 0.0000, nan, 0.0368, 2.4959
10.0707, -0.0002, 0.7524, 23.7014, 23.1864, 22.3945, 22.1274, -21.5573, 4.0000, 1.0000, 0.1479, nan, 0.9804, 41.9140
10.0679, -0.0019, 2.6755, 27.2787, 27.1285, 26.8893, 26.7266, -22.9083, 4.0000, 1.0000, 0.7601, nan, 5.1412, 2484.5437
10.0681, -0.0085, 1.0941, 29.5928, 27.7447, 26.7427, 25.8050, -19.5510, 4.0000, 1.0000, 0.0000, nan, 0.3793, 11.4467
10.0665, -0.0084, 3.3691, 26.7491, 26.5311, 26.5586, 26.5790, -20.9012, 4.0000, 1.0000, 0.0000, nan, 0.2347, 17.6435
10.0672, -0.0095, 2.0535, 27.3351, 27.3842, 27.4592, 27.4189, -18.8637, 4.0000, 1.0000, 0.0000, nan, 0.0349, 7.9180
10.0691, -0.0074, 1.4900, 21.7315, 21.4954, 21.0405, 20.9297, -24.5940, 4.0000, 1.0000, 0.7646, nan, 8.3700, 723.8984
10.0681, -0.0056, 2.6480, 27.6056, 27.5863, 27.6703, 27.7159, -19.2887, 4.0000, 1.0000, 0.0000, nan, 0.0617, 5.7664
10.0683, -0.0058, 0.8715, 28.1433, 26.8626, 25.8138, 25.2601, -18.6548, 4.0000, 1.0000, 0.0000, nan, 0.0819, 4.9057
10.0675, -0.0066, 0.6575, 28.3379, 26.8379, 25.8097, 25.3902, -17.9510, 4.0000, 1.0000, 0.0000, nan, 0.0972, 3.2705
10.0675, -0.0063, 0.4969, 25.9755, 24.4952, 23.7362, 23.3517, -19.0626, 4.0000, 1.0000, 0.1673, nan, 0.3071, 2.5820
10.0677, -0.0062, 1.3130, 27.7140, 27.2251, 26.5660, 25.8964, -19.4468, 4.0000, 1.0000, 0.0963, nan, 0.0947, 7.6598
10.0677, -0.0061, 0.8523, 27.3135, 25.7094, 24.6142, 23.9254, -20.4259, 4.0000, 1.0000, 0.1733, nan, 0.8572, 5.2500
10.0669, -0.0067, 0.6810, 27.5402, 26.7072, 25.9065, 25.5797, -18.3252, 4.0000, 1.0000, 0.0000, nan, 0.0787, 4.5615
10.0665, -0.0063, 1.2355, 27.7828, 27.8010, 27.6616, 27.1302, -17.4755, 4.0000, 1.0000, 0.0000, nan, 0.0114, 2.7541
10.0684, -0.0058, 0.5386, 25.2799, 24.4043, 23.9650, 23.7485, -18.8562, 4.0000, 1.0000, 0.0000, nan, 0.1003, 6.4549
10.0682, -0.0065, 1.4185, 27.4313, 27.3761, 27.1383, 26.9242, -18.7252, 4.0000, 1.0000, 0.0000, nan, 0.0586, 5.1639
10.0686, -0.0072, 2.1665, 26.9855, 27.0457, 27.0987, 26.9700, -20.2778, 4.0000, 1.0000, 0.0000, nan, 0.1526, 12.0492
10.0681, -0.0075, 0.6575, 25.0194, 23.4599, 22.4085, 21.9863, -21.4950, 4.0000, 1.0000, 0.1313, nan, 2.1645, 89.4222
10.0673, -0.0072, 1.0377, 29.1817, 27.6215, 26.6453, 25.7694, -19.1234, 4.0000, 1.0000, 0.1086, nan, 0.1755, 3.8730
10.0743, -0.0025, 0.7507, 28.2339, 27.6555, 26.8220, 26.5899, -16.7770, 4.0000, 1.0000, 0.0000, nan, 0.0130, 2.0656
10.0752, -0.0015, 1.2815, 24.8988, 24.5585, 24.1429, 23.6109, -21.9779, 4.0000, 1.0000, 0.2324, nan, 1.6333, 45.8730
10.0721, -0.0002, 2.3646, 27.9698, 27.6520, 27.8316, 27.2363, -22.4975, 4.0000, 1.0000, 0.3135, nan, 1.7332, 46.7337
10.0714, -0.0026, 0.6692, 23.1237, 22.3601, 21.6131, 21.3835, -21.7602, 4.0000, 1.0000, 0.3269, nan, 1.1802, 43.9796
10.0721, -0.0015, 0.8207, 25.3995, 25.1923, 24.5195, 24.2443, -19.3079, 4.0000, 1.0000, 0.0000, nan, 0.1214, 6.6271
10.0732, -0.0007, 0.2907, 28.3100, 27.3605, 26.9862, 26.8014, -14.0532, 4.0000, 1.0000, 0.0000, nan, 0.0016, 1.3771
9.9480, -0.0211, 0.4726, 28.6431, 27.3235, 26.7774, 26.5165, -15.6030, 4.0000, 1.0000, 0.0000, nan, 0.0059, 1.8934
9.9490, -0.0217, 1.1528, 26.7041, 26.4060, 26.3986, 26.2459, -17.6877, 4.0000, 1.0000, 0.0000, nan, 0.0078, 3.9590
9.9487, -0.0210, 1.9454, 27.4430, 27.6133, 27.4994, 27.3335, -19.0904, 4.0000, 1.0000, 0.0000, nan, 0.0669, 5.3361
9.9453, -0.0178, 1.5455, 27.7530, 27.8446, 27.8214, 27.7501, -17.6990, 4.0000, 1.0000, 0.0000, nan, 0.0103, 2.0656
9.9458, -0.0175, 2.3082, 27.2590, 27.3228, 27.5956, 27.3032, -18.4677, 4.0000, 1.0000, 0.0000, nan, 0.0181, 2.5820
9.9453, -0.0185, 0.3473, 22.4714, 21.2423, 20.7435, 20.4739, -20.9508, 4.0000, 1.0000, 0.2826, nan, 1.3325, 22.4631
9.9470, -0.0191, 0.9321, 26.1528, 26.0094, 25.9172, 25.8687, -17.5658, 4.0000, 1.0000, 0.0000, nan, 0.0060, 2.6680
9.9463, -0.0181, 2.5129, 27.3250, 26.9580, 27.2659, 26.9159, -20.5902, 4.0000, 1.0000, 0.0000, nan, 0.1458, 9.3812
9.9458, -0.0183, 2.0532, 27.4182, 27.4973, 27.5895, 27.5831, -18.5868, 4.0000, 1.0000, 0.0000, nan, 0.0253, 4.0451
9.9478, -0.0207, 1.1109, 29.3656, 27.9619, 27.0516, 26.1450, -18.9002, 4.0000, 1.0000, 0.0000, nan, 0.1147, 3.8730
